scenario_id,claim_family,truth_state,effect_size,raw_n,effective_n,cluster_count,family_count,models_per_family,family_correlation,family_imbalance,ability_spread,benchmark_count,measurement_noise,multiplicity,materiality,split,seed,generator_version,bootstrap_stability,external_validated,held_out,direction_consistent,transport_reversal,adversarial_case
POLICY_VALIDATION-TOP_K-920185,TOP_K,SUPPORTED,0.075,500,54,24,6,1,0.2,0.0,0.25,5,0.18,1,0.01,POLICY_VALIDATION,920185,student_t_v2.3,0.65,True,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-TOP_K-920186,TOP_K,NULL,0.0,10000,144,24,6,1,0.6,0.0,0.25,1,0.18,1,0.01,POLICY_VALIDATION,920186,student_t_v2.1,0.7,True,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-TOP_K-920187,TOP_K,SUPPORTED,0.035,1000000,144,24,6,1,0.6,0.0,0.25,1,0.18,1,0.01,POLICY_VALIDATION,920187,student_t_v2.2,0.75,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-TOP_K-920188,TOP_K,SUPPORTED,0.075,500,144,24,6,3,0.9,0.0,0.25,1,0.18,1,0.01,POLICY_VALIDATION,920188,student_t_v2.3,0.8,False,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-TOP_K-920189,TOP_K,NULL,0.0,10000,18,24,6,3,0.9,0.0,0.03,1,0.18,1,0.01,POLICY_VALIDATION,920189,student_t_v2.1,0.85,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-TOP_K-920190,TOP_K,SUPPORTED,0.035,1000000,18,60,10,3,0.2,0.0,0.03,1,0.18,1,0.01,POLICY_VALIDATION,920190,student_t_v2.2,0.9,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-TOP_K-920191,TOP_K,SUPPORTED,0.075,500,18,60,10,3,0.2,0.0,0.03,1,0.18,1,0.01,POLICY_VALIDATION,920191,student_t_v2.3,0.95,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-TOP_K-920192,TOP_K,NULL,0.0,10000,54,60,10,3,0.6,0.0,0.03,1,0.18,1,0.01,POLICY_VALIDATION,920192,student_t_v2.1,0.6,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-TOP_K-920193,TOP_K,SUPPORTED,0.035,1000000,54,60,10,3,0.6,0.0,0.03,1,0.18,1,0.01,POLICY_VALIDATION,920193,student_t_v2.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-TOP_K-920194,TOP_K,SUPPORTED,0.075,500,54,60,10,3,0.9,0.0,0.03,1,0.18,1,0.01,POLICY_VALIDATION,920194,student_t_v2.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-TOP_K-920195,TOP_K,NULL,0.0,10000,144,60,2,3,0.9,0.0,0.03,1,0.18,1,0.01,POLICY_VALIDATION,920195,student_t_v2.1,0.75,True,False,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-TOP_K-920196,TOP_K,SUPPORTED,0.035,1000000,144,60,2,3,0.2,0.5,0.03,1,0.18,1,0.01,POLICY_VALIDATION,920196,student_t_v2.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-TOP_K-920197,TOP_K,SUPPORTED,0.075,500,144,2,2,3,0.2,0.5,0.03,3,0.18,1,0.01,POLICY_VALIDATION,920197,student_t_v2.3,0.85,True,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-TOP_K-920198,TOP_K,NULL,0.0,10000,18,2,2,3,0.6,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920198,student_t_v2.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-TOP_K-920199,TOP_K,SUPPORTED,0.035,1000000,18,2,2,3,0.6,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920199,student_t_v2.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-TOP_K-920200,TOP_K,SUPPORTED,0.075,500,18,2,4,3,0.9,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920200,student_t_v2.3,0.6,False,False,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-TOP_K-920201,TOP_K,NULL,0.0,10000,54,2,4,3,0.9,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920201,student_t_v2.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-TOP_K-920202,TOP_K,SUPPORTED,0.035,1000000,54,2,4,3,0.2,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920202,student_t_v2.2,0.7,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-TOP_K-920203,TOP_K,SUPPORTED,0.075,500,54,2,4,3,0.2,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920203,student_t_v2.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-TOP_K-920204,TOP_K,NULL,0.0,10000,144,8,4,3,0.6,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920204,student_t_v2.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-TOP_K-920205,TOP_K,SUPPORTED,0.035,1000000,144,8,6,8,0.6,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920205,student_t_v2.2,0.85,True,False,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-TOP_K-920206,TOP_K,SUPPORTED,0.075,500,144,8,6,8,0.9,0.5,0.03,3,0.18,12,0.01,POLICY_VALIDATION,920206,student_t_v2.3,0.9,True,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-TOP_K-920207,TOP_K,NULL,0.0,10000,18,8,6,8,0.9,0.5,0.03,3,0.08,12,0.01,POLICY_VALIDATION,920207,student_t_v2.1,0.95,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-TOP_K-920208,TOP_K,SUPPORTED,0.035,1000000,18,8,6,8,0.2,0.5,0.03,5,0.08,12,0.01,POLICY_VALIDATION,920208,student_t_v2.2,0.6,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-TOP_K-920209,TOP_K,SUPPORTED,0.075,500,18,8,6,8,0.2,0.5,0.03,5,0.08,12,0.01,POLICY_VALIDATION,920209,student_t_v2.3,0.65,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-TOP_K-920210,TOP_K,NULL,0.0,10000,54,8,10,8,0.6,0.5,0.03,5,0.08,12,0.01,POLICY_VALIDATION,920210,student_t_v2.1,0.7,True,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-TOP_K-920211,TOP_K,SUPPORTED,0.035,1000000,54,24,10,8,0.6,0.5,0.03,5,0.08,40,0.01,POLICY_VALIDATION,920211,student_t_v2.2,0.75,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-TOP_K-920212,TOP_K,SUPPORTED,0.075,500,54,24,10,8,0.9,0.5,0.1,5,0.08,40,0.01,POLICY_VALIDATION,920212,student_t_v2.3,0.8,False,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-TOP_K-920213,TOP_K,NULL,0.0,10000,144,24,10,8,0.9,0.5,0.1,5,0.08,40,0.01,POLICY_VALIDATION,920213,student_t_v2.1,0.85,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-TOP_K-920214,TOP_K,SUPPORTED,0.035,1000000,144,24,10,8,0.2,0.5,0.1,5,0.08,40,0.01,POLICY_VALIDATION,920214,student_t_v2.2,0.9,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-TOP_K-920215,TOP_K,SUPPORTED,0.075,500,144,24,2,8,0.2,0.9,0.1,5,0.08,40,0.01,POLICY_VALIDATION,920215,student_t_v2.3,0.95,True,False,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-TOP_K-920216,TOP_K,NULL,0.0,10000,18,24,2,8,0.6,0.9,0.1,5,0.08,40,0.01,POLICY_VALIDATION,920216,student_t_v2.1,0.6,False,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-TOP_K-920217,TOP_K,SUPPORTED,0.035,1000000,18,24,2,8,0.6,0.9,0.1,5,0.08,40,0.01,POLICY_VALIDATION,920217,student_t_v2.2,0.65,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-TOP_K-920218,TOP_K,SUPPORTED,0.075,500,18,60,2,8,0.9,0.9,0.1,5,0.08,40,0.01,POLICY_VALIDATION,920218,student_t_v2.3,0.7,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-TOP_K-920219,TOP_K,NULL,0.0,10000,54,60,2,8,0.9,0.9,0.1,1,0.08,40,0.01,POLICY_VALIDATION,920219,student_t_v2.1,0.75,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-TOP_K-920220,TOP_K,SUPPORTED,0.035,1000000,54,60,4,8,0.2,0.9,0.1,1,0.08,40,0.01,POLICY_VALIDATION,920220,student_t_v2.2,0.8,False,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-TOP_K-920221,TOP_K,SUPPORTED,0.075,500,54,60,4,8,0.2,0.9,0.1,1,0.08,40,0.01,POLICY_VALIDATION,920221,student_t_v2.3,0.85,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-TOP_K-920222,TOP_K,NULL,0.0,10000,144,60,4,1,0.6,0.9,0.1,1,0.08,40,0.01,POLICY_VALIDATION,920222,student_t_v2.1,0.9,True,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-TOP_K-920223,TOP_K,SUPPORTED,0.035,1000000,144,60,4,1,0.6,0.9,0.1,1,0.08,40,0.01,POLICY_VALIDATION,920223,student_t_v2.2,0.95,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-TOP_K-920224,TOP_K,SUPPORTED,0.075,500,144,60,4,1,0.9,0.9,0.1,1,0.08,1,0.01,POLICY_VALIDATION,920224,student_t_v2.3,0.6,False,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-TOP_K-920225,TOP_K,NULL,0.0,10000,18,2,6,1,0.9,0.9,0.1,1,0.08,1,0.01,POLICY_VALIDATION,920225,student_t_v2.1,0.65,True,False,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-TOP_K-920226,TOP_K,SUPPORTED,0.035,1000000,18,2,6,1,0.2,0.9,0.1,1,0.08,1,0.01,POLICY_VALIDATION,920226,student_t_v2.2,0.7,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-TOP_K-920227,TOP_K,SUPPORTED,0.075,500,18,2,6,1,0.2,0.9,0.1,1,0.08,1,0.01,POLICY_VALIDATION,920227,student_t_v2.3,0.75,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-TOP_K-920228,TOP_K,NULL,0.0,10000,54,2,6,1,0.6,0.9,0.1,1,0.08,1,0.01,POLICY_VALIDATION,920228,student_t_v2.1,0.8,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-TOP_K-920229,TOP_K,SUPPORTED,0.035,1000000,54,2,6,1,0.6,0.9,0.1,1,0.08,1,0.01,POLICY_VALIDATION,920229,student_t_v2.2,0.85,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-TOP_K-920230,TOP_K,SUPPORTED,0.075,500,54,2,10,1,0.9,0.9,0.1,3,0.08,1,0.01,POLICY_VALIDATION,920230,student_t_v2.3,0.9,True,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-TOP_K-920231,TOP_K,NULL,0.0,10000,144,2,10,1,0.9,0.9,0.1,3,0.08,1,0.01,POLICY_VALIDATION,920231,student_t_v2.1,0.95,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-TOP_K-920232,TOP_K,SUPPORTED,0.035,1000000,144,8,10,1,0.2,0.9,0.1,3,0.08,1,0.01,POLICY_VALIDATION,920232,student_t_v2.2,0.6,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-TOP_K-920233,TOP_K,SUPPORTED,0.075,500,144,8,10,1,0.2,0.9,0.1,3,0.08,1,0.01,POLICY_VALIDATION,920233,student_t_v2.3,0.65,True,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-TOP_K-920234,TOP_K,NULL,0.0,10000,18,8,10,1,0.6,0.0,0.1,3,0.08,1,0.01,POLICY_VALIDATION,920234,student_t_v2.1,0.7,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-TOP_K-920235,TOP_K,SUPPORTED,0.035,1000000,18,8,2,1,0.6,0.0,0.25,3,0.08,1,0.01,POLICY_VALIDATION,920235,student_t_v2.2,0.75,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-TOP_K-920236,TOP_K,SUPPORTED,0.075,500,18,8,2,1,0.9,0.0,0.25,3,0.12,1,0.01,POLICY_VALIDATION,920236,student_t_v2.3,0.8,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-TOP_K-920237,TOP_K,NULL,0.0,10000,54,8,2,1,0.9,0.0,0.25,3,0.12,12,0.01,POLICY_VALIDATION,920237,student_t_v2.1,0.85,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-TOP_K-920238,TOP_K,SUPPORTED,0.035,1000000,54,8,2,1,0.2,0.0,0.25,3,0.12,12,0.01,POLICY_VALIDATION,920238,student_t_v2.2,0.9,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-TOP_K-920239,TOP_K,SUPPORTED,0.075,500,54,24,2,3,0.2,0.0,0.25,3,0.12,12,0.01,POLICY_VALIDATION,920239,student_t_v2.3,0.95,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-THRESHOLD_PASS-920240,THRESHOLD_PASS,NULL,0.0,1000000,144,24,4,1,0.9,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920240,student_t_v2.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-THRESHOLD_PASS-920241,THRESHOLD_PASS,SUPPORTED,0.035,500,144,24,4,1,0.9,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920241,student_t_v2.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-THRESHOLD_PASS-920242,THRESHOLD_PASS,SUPPORTED,0.075,10000,144,24,4,1,0.2,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920242,student_t_v2.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-THRESHOLD_PASS-920243,THRESHOLD_PASS,NULL,0.0,1000000,18,24,4,1,0.2,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920243,student_t_v2.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-THRESHOLD_PASS-920244,THRESHOLD_PASS,SUPPORTED,0.035,500,18,24,4,1,0.6,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920244,student_t_v2.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-THRESHOLD_PASS-920245,THRESHOLD_PASS,SUPPORTED,0.075,10000,18,24,6,1,0.6,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920245,student_t_v2.3,0.85,True,False,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920246,THRESHOLD_PASS,NULL,0.0,1000000,54,24,6,1,0.9,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920246,student_t_v2.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920247,THRESHOLD_PASS,SUPPORTED,0.035,500,54,60,6,1,0.9,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920247,student_t_v2.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-THRESHOLD_PASS-920248,THRESHOLD_PASS,SUPPORTED,0.075,10000,54,60,6,1,0.2,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920248,student_t_v2.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-THRESHOLD_PASS-920249,THRESHOLD_PASS,NULL,0.0,1000000,144,60,6,1,0.2,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920249,student_t_v2.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-THRESHOLD_PASS-920250,THRESHOLD_PASS,SUPPORTED,0.035,500,144,60,10,1,0.6,0.0,0.03,1,0.08,40,0.01,POLICY_VALIDATION,920250,student_t_v2.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-THRESHOLD_PASS-920251,THRESHOLD_PASS,SUPPORTED,0.075,10000,144,60,10,1,0.6,0.0,0.03,3,0.08,40,0.01,POLICY_VALIDATION,920251,student_t_v2.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-THRESHOLD_PASS-920252,THRESHOLD_PASS,NULL,0.0,1000000,18,60,10,1,0.9,0.0,0.03,3,0.08,40,0.01,POLICY_VALIDATION,920252,student_t_v2.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-THRESHOLD_PASS-920253,THRESHOLD_PASS,SUPPORTED,0.035,500,18,60,10,1,0.9,0.0,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920253,student_t_v2.2,0.85,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-THRESHOLD_PASS-920254,THRESHOLD_PASS,SUPPORTED,0.075,10000,18,2,10,1,0.2,0.0,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920254,student_t_v2.3,0.9,True,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920255,THRESHOLD_PASS,NULL,0.0,1000000,54,2,2,1,0.2,0.0,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920255,student_t_v2.1,0.95,True,False,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920256,THRESHOLD_PASS,SUPPORTED,0.035,500,54,2,2,1,0.6,0.0,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920256,student_t_v2.2,0.6,False,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-THRESHOLD_PASS-920257,THRESHOLD_PASS,SUPPORTED,0.075,10000,54,2,2,3,0.6,0.0,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920257,student_t_v2.3,0.65,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-THRESHOLD_PASS-920258,THRESHOLD_PASS,NULL,0.0,1000000,144,2,2,3,0.9,0.0,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920258,student_t_v2.1,0.7,True,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-THRESHOLD_PASS-920259,THRESHOLD_PASS,SUPPORTED,0.035,500,144,2,2,3,0.9,0.5,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920259,student_t_v2.2,0.75,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-THRESHOLD_PASS-920260,THRESHOLD_PASS,SUPPORTED,0.075,10000,144,2,4,3,0.2,0.5,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920260,student_t_v2.3,0.8,False,False,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-THRESHOLD_PASS-920261,THRESHOLD_PASS,NULL,0.0,1000000,18,8,4,3,0.2,0.5,0.03,3,0.08,1,0.01,POLICY_VALIDATION,920261,student_t_v2.1,0.85,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-THRESHOLD_PASS-920262,THRESHOLD_PASS,SUPPORTED,0.035,500,18,8,4,3,0.6,0.5,0.03,5,0.08,1,0.01,POLICY_VALIDATION,920262,student_t_v2.2,0.9,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-THRESHOLD_PASS-920263,THRESHOLD_PASS,SUPPORTED,0.075,10000,18,8,4,3,0.6,0.5,0.1,5,0.08,1,0.01,POLICY_VALIDATION,920263,student_t_v2.3,0.95,True,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920264,THRESHOLD_PASS,NULL,0.0,1000000,54,8,4,3,0.9,0.5,0.1,5,0.08,1,0.01,POLICY_VALIDATION,920264,student_t_v2.1,0.6,False,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920265,THRESHOLD_PASS,SUPPORTED,0.035,500,54,8,6,3,0.9,0.5,0.1,5,0.08,1,0.01,POLICY_VALIDATION,920265,student_t_v2.2,0.65,True,False,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-THRESHOLD_PASS-920266,THRESHOLD_PASS,SUPPORTED,0.075,10000,54,8,6,3,0.2,0.5,0.1,5,0.08,12,0.01,POLICY_VALIDATION,920266,student_t_v2.3,0.7,True,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-THRESHOLD_PASS-920267,THRESHOLD_PASS,NULL,0.0,1000000,144,8,6,3,0.2,0.5,0.1,5,0.08,12,0.01,POLICY_VALIDATION,920267,student_t_v2.1,0.75,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-THRESHOLD_PASS-920268,THRESHOLD_PASS,SUPPORTED,0.035,500,144,24,6,3,0.6,0.5,0.1,5,0.08,12,0.01,POLICY_VALIDATION,920268,student_t_v2.2,0.8,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-THRESHOLD_PASS-920269,THRESHOLD_PASS,SUPPORTED,0.075,10000,144,24,6,3,0.6,0.5,0.1,5,0.12,12,0.01,POLICY_VALIDATION,920269,student_t_v2.3,0.85,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-THRESHOLD_PASS-920270,THRESHOLD_PASS,NULL,0.0,1000000,18,24,10,3,0.9,0.5,0.1,5,0.12,12,0.01,POLICY_VALIDATION,920270,student_t_v2.1,0.9,True,False,False,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-THRESHOLD_PASS-920271,THRESHOLD_PASS,SUPPORTED,0.035,500,18,24,10,3,0.9,0.5,0.1,5,0.12,12,0.01,POLICY_VALIDATION,920271,student_t_v2.2,0.95,True,True,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-THRESHOLD_PASS-920272,THRESHOLD_PASS,SUPPORTED,0.075,10000,18,24,10,3,0.2,0.5,0.1,5,0.12,12,0.01,POLICY_VALIDATION,920272,student_t_v2.3,0.6,False,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920273,THRESHOLD_PASS,NULL,0.0,1000000,54,24,10,3,0.2,0.5,0.1,1,0.12,12,0.01,POLICY_VALIDATION,920273,student_t_v2.1,0.65,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920274,THRESHOLD_PASS,SUPPORTED,0.035,500,54,24,10,8,0.6,0.5,0.1,1,0.12,12,0.01,POLICY_VALIDATION,920274,student_t_v2.2,0.7,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-THRESHOLD_PASS-920275,THRESHOLD_PASS,SUPPORTED,0.075,10000,54,60,2,8,0.6,0.5,0.1,1,0.12,12,0.01,POLICY_VALIDATION,920275,student_t_v2.3,0.75,True,False,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-THRESHOLD_PASS-920276,THRESHOLD_PASS,NULL,0.0,1000000,144,60,2,8,0.9,0.5,0.1,1,0.12,12,0.01,POLICY_VALIDATION,920276,student_t_v2.1,0.8,False,True,False,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-THRESHOLD_PASS-920277,THRESHOLD_PASS,SUPPORTED,0.035,500,144,60,2,8,0.9,0.5,0.1,1,0.12,12,0.01,POLICY_VALIDATION,920277,student_t_v2.2,0.85,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-THRESHOLD_PASS-920278,THRESHOLD_PASS,SUPPORTED,0.075,10000,144,60,2,8,0.2,0.9,0.1,1,0.12,12,0.01,POLICY_VALIDATION,920278,student_t_v2.3,0.9,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
POLICY_VALIDATION-THRESHOLD_PASS-920279,THRESHOLD_PASS,NULL,0.0,1000000,18,60,2,8,0.2,0.9,0.1,1,0.12,40,0.01,POLICY_VALIDATION,920279,student_t_v2.1,0.95,True,True,True,False,EXTREME_FAMILY_IMBALANCE
POLICY_VALIDATION-THRESHOLD_PASS-920280,THRESHOLD_PASS,SUPPORTED,0.035,500,18,60,4,8,0.6,0.9,0.1,1,0.12,40,0.01,POLICY_VALIDATION,920280,student_t_v2.2,0.6,False,False,True,False,ONE_DOMINANT_FAMILY
POLICY_VALIDATION-THRESHOLD_PASS-920281,THRESHOLD_PASS,SUPPORTED,0.075,10000,18,60,4,8,0.6,0.9,0.1,1,0.12,40,0.01,POLICY_VALIDATION,920281,student_t_v2.3,0.65,True,True,True,False,TRANSPORT_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920282,THRESHOLD_PASS,NULL,0.0,1000000,54,2,4,8,0.9,0.9,0.1,1,0.12,40,0.01,POLICY_VALIDATION,920282,student_t_v2.1,0.7,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL
POLICY_VALIDATION-THRESHOLD_PASS-920283,THRESHOLD_PASS,SUPPORTED,0.035,500,54,2,4,8,0.9,0.9,0.1,1,0.12,40,0.01,POLICY_VALIDATION,920283,student_t_v2.2,0.75,True,True,True,False,VERY_HIGH_MULTIPLICITY
POLICY_VALIDATION-THRESHOLD_PASS-920284,THRESHOLD_PASS,SUPPORTED,0.075,10000,54,2,4,8,0.2,0.9,0.1,3,0.12,40,0.01,POLICY_VALIDATION,920284,student_t_v2.3,0.8,False,True,True,False,NEARLY_TIED_TOP_K
POLICY_VALIDATION-THRESHOLD_PASS-920285,THRESHOLD_PASS,NULL,0.0,1000000,144,2,6,8,0.2,0.9,0.1,3,0.12,40,0.01,POLICY_VALIDATION,920285,student_t_v2.1,0.85,True,False,True,False,HIGH_RAW_LOW_EFFECTIVE_N
POLICY_VALIDATION-THRESHOLD_PASS-920286,THRESHOLD_PASS,SUPPORTED,0.035,500,144,2,6,8,0.6,0.9,0.25,3,0.12,40,0.01,POLICY_VALIDATION,920286,student_t_v2.2,0.9,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N
POLICY_VALIDATION-THRESHOLD_PASS-920287,THRESHOLD_PASS,SUPPORTED,0.075,10000,144,2,6,8,0.6,0.9,0.25,3,0.12,40,0.01,POLICY_VALIDATION,920287,student_t_v2.3,0.95,True,True,True,False,LARGE_EFFECT_SMALL_PANEL
