method,simulation,median_rank_range,maximum_rank_range,kendalls_w,evidence_role
SUBJECT_SIZE_ONLY,161,15.5,26.5,0.9085599982007866,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,162,18.0,25.5,0.899262571075974,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,163,17.5,25.0,0.8982605302725538,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,164,14.0,24.0,0.9075202460821641,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,165,15.0,25.0,0.9080785589494696,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,166,16.0,25.0,0.9122716863301181,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,167,15.5,25.5,0.9080826690006781,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,168,17.5,25.0,0.901302825289207,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,169,16.5,25.0,0.9071447983922303,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,170,17.0,24.0,0.902553654762796,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,171,16.0,24.0,0.9093498736761509,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,172,16.0,25.0,0.9070274480664726,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,173,17.5,24.5,0.9025500763310158,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,174,16.5,22.5,0.9048709325123216,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,175,17.0,22.0,0.9064738063233876,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,176,16.5,24.5,0.9053200692756623,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,177,17.0,27.0,0.9067249995898067,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,178,16.5,25.5,0.907192519244719,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,179,15.5,24.5,0.9047760227356777,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,180,16.0,27.5,0.9124484848382765,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,181,17.0,24.5,0.9053541124461905,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,182,17.0,28.5,0.9046561009268941,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,183,16.5,28.5,0.899743490975891,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,184,16.5,25.0,0.9044223206286256,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,185,17.0,28.5,0.9050706426290193,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,186,16.5,25.5,0.8982073892915006,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,187,17.5,23.5,0.9015769344756134,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,188,16.5,22.0,0.9070104883369903,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,189,17.0,23.5,0.9047593739005457,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,190,16.5,28.0,0.8997784155820391,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,191,17.0,27.0,0.9001451596291165,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,192,17.0,25.0,0.8963778182989433,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,193,16.5,28.0,0.90487934063981,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,194,17.0,24.0,0.9081706333783384,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,195,17.0,29.5,0.9027100278864059,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,196,17.0,25.5,0.8996736375739551,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,197,17.5,27.0,0.904046411973265,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,198,16.5,27.5,0.903493236949072,CALIBRATION_NULL
SUBJECT_SIZE_ONLY,199,16.5,24.5,0.9026936104439481,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,0,17.0,27.0,0.9027291439614409,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,1,17.0,24.0,0.903286180978638,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,2,15.5,27.0,0.9089461069640661,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,3,15.0,26.0,0.9107491880453777,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,4,16.5,24.5,0.9065449932416129,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,5,16.0,28.5,0.9102234823928271,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,6,17.0,25.5,0.9071367935968955,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,7,17.0,29.0,0.9027092650684889,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,8,18.0,31.5,0.9024926824559376,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,9,16.0,24.0,0.9083637610341158,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,10,16.0,25.5,0.9005128732060621,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,11,16.0,24.0,0.9034806018770427,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,12,15.5,27.0,0.9054073478481558,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,13,17.0,24.0,0.9055319140440747,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,14,16.0,23.0,0.9072166289360413,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,15,17.0,27.0,0.9047165269410347,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,16,16.5,28.0,0.9036471889919897,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,17,18.0,22.5,0.899121808782299,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,18,16.0,24.5,0.9084248799744344,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,19,16.5,29.5,0.903086790330437,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,20,16.5,21.5,0.9123491127933634,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,21,17.5,25.5,0.9014920579634522,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,22,16.0,25.0,0.9073587863092705,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,23,16.5,25.5,0.9025043672481345,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,24,16.0,24.0,0.9102022253249008,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,25,16.5,23.5,0.9023109237144126,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,26,17.0,26.0,0.8978622387059433,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,27,18.0,25.5,0.9064369072747471,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,28,15.5,23.5,0.9067271140075592,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,29,17.5,27.5,0.8989755022250502,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,30,15.0,25.5,0.9095346363433362,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,31,16.5,29.5,0.9097393136227668,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,32,17.0,23.5,0.9017877833546137,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,33,15.5,24.5,0.9072615573409846,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,34,17.5,24.5,0.9067624440863057,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,35,18.0,24.5,0.9014560962737278,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,36,17.5,28.0,0.9031344464471268,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,37,16.5,27.0,0.902370996110074,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,38,16.5,22.0,0.9060320961146572,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,39,16.5,26.0,0.9037063056642903,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,40,16.0,31.5,0.9058460483252981,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,41,18.0,23.5,0.9076398270206657,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,42,17.5,26.5,0.8982603756225049,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,43,15.5,27.0,0.911274822981588,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,44,15.0,25.0,0.9084185433266558,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,45,17.5,24.0,0.9033072065698704,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,46,16.5,23.0,0.906110155976368,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,47,15.5,24.0,0.913000406812871,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,48,16.5,28.0,0.9019880208468347,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,49,17.0,25.0,0.9020163834371598,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,50,16.0,24.5,0.9038494686232867,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,51,16.0,24.0,0.9046029274517022,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,52,18.0,28.5,0.9021026004221946,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,53,17.0,26.5,0.9057637987389743,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,54,16.0,23.5,0.9019538594507348,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,55,16.0,26.5,0.8976012253012811,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,56,17.0,24.5,0.9033367054189831,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,57,16.0,24.0,0.9007288852588788,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,58,16.5,26.0,0.9099611624576309,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,59,16.0,24.5,0.9115210432547735,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,60,16.5,23.0,0.9116083157516683,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,61,16.5,28.5,0.9068637598049033,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,62,17.0,26.0,0.9060510535981098,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,63,16.5,25.5,0.9065027267482735,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,64,16.0,24.0,0.9079060202353739,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,65,17.5,24.0,0.9034599673244667,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,66,16.5,23.5,0.9019416712826673,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,67,18.0,27.0,0.9032673655614188,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,68,17.0,22.5,0.908664860321052,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,69,16.5,27.0,0.9082003883969,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,70,16.5,25.5,0.9038005572210138,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,71,15.0,23.0,0.9170029159699297,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,72,16.0,24.5,0.9074856026307367,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,73,17.0,26.0,0.9077044264972884,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,74,18.0,27.5,0.9044055430795171,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,75,16.5,31.0,0.9047982359129538,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,76,18.0,24.5,0.8986775891129927,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,77,17.0,26.5,0.9032136311432084,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,78,15.5,24.5,0.906639192146804,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,79,16.5,25.0,0.9048165623064077,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,80,16.5,26.0,0.9085733659968647,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,81,16.0,24.5,0.9029640644032454,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,82,16.5,28.0,0.9031254995644079,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,83,16.5,24.0,0.9026123517871965,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,84,16.0,25.0,0.9074235102530034,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,85,16.0,24.5,0.9065719820535059,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,86,17.5,26.0,0.8993202589156538,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,87,18.0,27.0,0.9015727493261539,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,88,16.5,27.0,0.9060355131837844,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,89,17.0,25.0,0.9063510749563845,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,90,17.0,27.5,0.9001996159290823,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,91,16.5,22.5,0.9017345228847917,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,92,17.0,26.0,0.9046730576516858,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,93,16.5,25.0,0.9038409424091771,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,94,16.5,22.5,0.9054155504275526,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,95,17.0,23.5,0.9053085672415325,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,96,18.0,22.5,0.9041854841577469,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,97,17.5,25.0,0.9063598187360654,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,98,16.5,29.0,0.9112468402639391,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,99,17.5,24.5,0.9073419056175289,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,100,16.0,29.5,0.910154995683768,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,101,17.0,26.5,0.9059371298496424,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,102,17.0,25.0,0.9048571455662147,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,103,16.0,27.5,0.9054058572947355,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,104,16.5,28.0,0.9047402753990046,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,105,17.0,26.5,0.9041152511337256,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,106,16.5,28.5,0.90026585329588,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,107,17.0,25.5,0.9049781040610266,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,108,18.5,29.0,0.8969826730088859,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,109,17.0,23.5,0.9010037741158077,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,110,17.0,25.0,0.9070022833383432,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,111,16.0,25.5,0.9065156793512132,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,112,18.5,26.0,0.8957209043889877,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,113,16.5,23.5,0.9056901463527723,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,114,16.5,25.0,0.9043897050020566,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,115,15.0,23.0,0.9106917318542956,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,116,15.5,23.5,0.9085767779571973,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,117,17.5,26.0,0.9025336035517703,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,118,15.0,24.5,0.9095691355338607,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,119,16.5,26.5,0.9036920887030488,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,120,17.5,23.5,0.9055139916807782,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,121,17.0,22.0,0.9036710726676479,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,122,15.5,25.0,0.9057974886771418,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,123,16.0,24.5,0.905833994984706,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,124,16.0,23.5,0.9054726535746214,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,125,16.0,25.5,0.9104310359295286,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,126,17.0,23.0,0.9059786000525939,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,127,15.5,26.0,0.9108194206040049,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,128,15.5,25.0,0.9042749535674902,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,129,16.0,25.5,0.9027766496923602,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,130,17.0,23.0,0.9068720019232984,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,131,17.0,25.0,0.897878046764971,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,132,18.0,24.5,0.9049952774689729,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,133,15.0,22.5,0.909813028230759,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,134,16.5,24.5,0.9032794246285651,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,135,16.0,24.0,0.9056619093423608,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,136,15.5,24.5,0.9083426662687359,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,137,16.5,25.5,0.9018387020501005,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,138,16.5,24.0,0.9038891863784988,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,139,16.0,25.0,0.9094716840748964,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,140,16.0,24.5,0.9069862049000258,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,141,17.0,29.0,0.9063787623763951,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,142,16.5,27.5,0.9052216378428289,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,143,16.0,29.5,0.9080916722298925,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,144,16.5,24.5,0.9011973236551672,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,145,16.5,27.0,0.9080068339712615,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,146,16.0,26.5,0.9026635599821329,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,147,17.0,24.0,0.9025773797849101,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,148,17.5,26.5,0.9011548632473322,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,149,17.5,27.0,0.8969257894665107,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,150,17.0,28.5,0.9025114307784544,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,151,17.0,26.5,0.9077635581919908,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,152,16.5,24.5,0.909629858921986,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,153,16.0,24.5,0.9080344190413576,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,154,17.0,25.5,0.9028645244032615,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,155,16.5,25.0,0.9064017620379667,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,156,17.0,25.0,0.9047622790874753,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,157,15.5,26.0,0.9105238731935201,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,158,16.0,24.5,0.9064425430595553,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,159,16.5,30.5,0.902838521736152,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,160,16.5,27.0,0.9031021986769144,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,161,17.5,25.0,0.9018242338453379,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,162,17.5,24.5,0.9000884764107514,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,163,17.0,23.0,0.9112356433158799,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,164,17.0,24.5,0.9046133044315451,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,165,16.5,21.5,0.9109075586566299,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,166,16.0,27.0,0.9046040505313566,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,167,17.0,23.0,0.9000987248182079,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,168,15.5,25.5,0.908196357872436,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,169,15.5,27.5,0.9037342962692347,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,170,17.0,26.5,0.9016789763987334,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,171,15.5,25.5,0.9085445524551413,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,172,17.0,25.5,0.9032668914403998,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,173,17.0,25.0,0.900518628055634,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,174,17.5,25.0,0.900510156885168,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,175,17.0,24.5,0.9011047686715994,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,176,17.5,23.0,0.9031373427594677,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,177,16.0,26.5,0.9074127762161095,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,178,17.0,24.0,0.9119621659858324,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,179,16.5,23.5,0.9023578074079842,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,180,17.0,28.0,0.9062099877849631,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,181,16.0,28.0,0.9047333986954221,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,182,17.0,25.0,0.9057330457151657,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,183,18.0,26.5,0.9010307253817131,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,184,18.0,26.5,0.900772758672746,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,185,15.5,24.5,0.9090409312222233,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,186,18.0,28.0,0.89752952221499,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,187,17.0,24.0,0.9025222185446958,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,188,16.5,27.0,0.9074384733297939,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,189,16.5,24.5,0.9076133129056114,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,190,17.0,24.0,0.9006733986255051,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,191,15.5,23.0,0.9076935366339712,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,192,17.5,26.0,0.9021203578770547,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,193,16.5,27.0,0.9057888663992804,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,194,16.5,26.5,0.9022238403131443,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,195,16.5,25.5,0.9027504289957627,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,196,16.0,28.0,0.9096492662961901,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,197,17.5,26.5,0.9029772939061929,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,198,16.5,25.0,0.9067497845090088,CALIBRATION_NULL
FIXED_MARGIN_PERMUTATION,199,17.0,24.5,0.9045666689749872,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,0,19.5,29.5,0.8503964636490754,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,1,21.5,30.5,0.8501704838321171,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,2,20.0,31.0,0.8561143245687821,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,3,20.0,30.0,0.8512927379584613,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,4,19.5,28.0,0.858648119463715,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,5,19.0,31.5,0.8497695133270883,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,6,20.0,36.0,0.8511235971710122,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,7,22.5,32.5,0.8414329844553802,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,8,19.5,31.0,0.8554520273464744,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,9,20.5,32.0,0.8481149118438838,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,10,20.0,35.0,0.8456217496373974,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,11,19.5,31.0,0.8593713342906631,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,12,21.0,32.0,0.8525814727174168,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,13,19.0,31.0,0.8560928431216908,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,14,20.5,33.5,0.8554811392024574,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,15,19.0,32.5,0.8483059804399742,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,16,20.0,29.5,0.8554422543934997,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,17,21.0,35.5,0.8500153975612884,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,18,20.5,30.5,0.8518991570586567,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,19,20.5,28.5,0.8508391265999269,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,20,19.5,30.5,0.8565161168811815,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,21,21.0,30.5,0.8471493291192901,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,22,19.5,28.5,0.8533586094669174,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,23,19.0,30.0,0.847393643789242,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,24,20.0,34.5,0.8500085267373676,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,25,20.5,36.5,0.8513255910137546,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,26,20.0,27.0,0.8578381224100988,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,27,19.0,28.5,0.8545159000139969,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,28,20.5,31.5,0.8563767560802792,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,29,20.0,31.0,0.8461933003143917,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,30,22.0,29.0,0.854228205763116,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,31,20.5,36.0,0.8490341197996476,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,32,19.0,30.0,0.8501381367820772,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,33,19.5,30.5,0.8578432267398437,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,34,20.5,32.0,0.8470401895139548,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,35,20.0,32.5,0.8450048944012911,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,36,19.5,36.0,0.8430285683659213,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,37,21.0,33.5,0.8482198513201769,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,38,20.5,32.5,0.8495179994103664,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,39,21.0,33.5,0.8502333230767224,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,40,21.0,33.5,0.8404456835705801,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,41,21.0,29.5,0.8509122171122875,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,42,19.0,32.0,0.8540485541947634,CALIBRATION_NULL
FAMILY_CORRELATED_NULL,43,20.0,34.0,0.8476362699540972,CALIBRATION_NULL
