replicate,model_id,model_family,family_balanced_rank,aggregate_subject_accuracy
278,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
278,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
278,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
278,qwen/qwen1.5-14b,qwen,8.0,0.6864380513233806
278,01-ai/yi-34b,yi,4.0,0.7623282062667585
279,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
279,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
279,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
279,google/gemma-7b,gemma,7.0,0.6611956672419421
279,meta/llama-3.1-70b-instruct-turbo,llama,2.0,0.8010355128348475
279,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
279,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
279,microsoft/phi-2,phi,9.0,0.5842493973299887
279,qwen/qwen1.5-32b,qwen,3.0,0.7443285147738198
279,01-ai/yi-6b,yi,8.0,0.6400594608704304
280,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
280,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
280,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
280,google/gemma-2-27b,gemma,4.0,0.7570433943977638
280,meta/llama-3.2-90b-vision-instruct-turbo,llama,2.0,0.8026595003973722
280,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
280,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
280,microsoft/phi-3-small-8k-instruct,phi,5.0,0.7567775597029733
280,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
280,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
281,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
281,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
281,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
281,google/gemma-7b,gemma,9.0,0.6611956672419421
281,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
281,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
281,allenai/olmo-7b,olmo,10.0,0.2946516964096742
281,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
281,qwen/qwen1.5-110b-chat,qwen,4.0,0.767842526875325
281,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
282,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
282,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
282,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
282,google/gemma-7b,gemma,7.0,0.6611956672419421
282,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
282,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
282,allenai/olmo-7b,olmo,10.0,0.2946516964096742
282,microsoft/phi-3-medium-4k-instruct,phi,2.0,0.774517567943956
282,qwen/qwen1.5-32b,qwen,3.0,0.7443285147738198
282,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
283,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
283,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
283,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
283,google/gemma-2-9b,gemma,6.0,0.7213434388300994
283,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
283,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
283,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
283,microsoft/phi-2,phi,8.0,0.5842493973299887
283,qwen/qwen1.5-72b,qwen,3.0,0.7739168514623904
283,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
284,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
284,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
284,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
284,google/gemma-2-9b,gemma,6.0,0.7213434388300994
284,meta/llama-2-13b,llama,9.0,0.5541548609350062
284,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
284,allenai/olmo-7b,olmo,10.0,0.2946516964096742
284,microsoft/phi-3-small-8k-instruct,phi,4.0,0.7567775597029733
284,qwen/qwen2-72b-instruct,qwen,2.0,0.8235031827495974
284,01-ai/yi-34b,yi,3.0,0.7623282062667585
285,snowflake/snowflake-arctic-instruct,arctic,9.0,0.676569761285256
285,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
285,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
285,google/gemma-2-9b,gemma,8.0,0.7213434388300994
285,meta/llama-3.1-405b-instruct-turbo,llama,1.0,0.8453174958174847
285,mistralai/mixtral-8x22b,mistral,4.0,0.7781994679340385
285,allenai/olmo-7b,olmo,10.0,0.2946516964096742
285,microsoft/phi-3-small-8k-instruct,phi,5.0,0.7567775597029733
285,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
285,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
286,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
286,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
286,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
286,google/gemma-2-9b,gemma,5.0,0.7213434388300994
286,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
286,mistralai/mistral-7b-instruct-v0.3,mistral,7.0,0.5991250371958482
286,allenai/olmo-7b,olmo,10.0,0.2946516964096742
286,microsoft/phi-2,phi,8.0,0.5842493973299887
286,qwen/qwen1.5-32b,qwen,3.0,0.7443285147738198
286,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
287,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
287,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
287,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
287,google/gemma-7b,gemma,7.0,0.6611956672419421
287,meta/llama-3-70b,llama,1.0,0.7933654187607483
287,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
287,allenai/olmo-7b,olmo,10.0,0.2946516964096742
287,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
287,qwen/qwen1.5-7b,qwen,9.0,0.6257777441280399
287,01-ai/yi-6b,yi,8.0,0.6400594608704304
288,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
288,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
288,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
288,google/gemma-2-27b,gemma,2.0,0.7570433943977638
288,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
288,mistralai/mixtral-8x22b,mistral,1.0,0.7781994679340385
288,allenai/olmo-7b,olmo,10.0,0.2946516964096742
288,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
288,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
288,01-ai/yi-6b,yi,8.0,0.6400594608704304
289,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
289,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
289,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
289,google/gemma-2-9b,gemma,6.0,0.7213434388300994
289,meta/llama-3.2-90b-vision-instruct-turbo,llama,2.0,0.8026595003973722
289,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
289,allenai/olmo-7b,olmo,10.0,0.2946516964096742
289,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
289,qwen/qwen1.5-14b,qwen,7.0,0.6864380513233806
289,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
290,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
290,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
290,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
290,google/gemma-2-9b,gemma,6.0,0.7213434388300994
290,meta/llama-3.1-70b-instruct-turbo,llama,2.0,0.8010355128348475
290,mistralai/open-mistral-nemo-2407,mistral,8.0,0.6532946316803779
290,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
290,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
290,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
290,01-ai/yi-6b,yi,9.0,0.6400594608704304
291,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
291,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
291,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
291,google/gemma-2-27b,gemma,5.0,0.7570433943977638
291,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
291,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
291,allenai/olmo-7b,olmo,10.0,0.2946516964096742
291,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
291,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
291,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
292,snowflake/snowflake-arctic-instruct,arctic,4.0,0.676569761285256
292,databricks/dbrx-instruct,dbrx,2.0,0.7410120567563482
292,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
292,google/gemma-7b,gemma,5.0,0.6611956672419421
292,meta/llama-2-70b,llama,3.0,0.6954627064646919
292,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
292,allenai/olmo-7b,olmo,10.0,0.2946516964096742
292,microsoft/phi-2,phi,9.0,0.5842493973299887
292,qwen/qwen1.5-7b,qwen,7.0,0.6257777441280399
292,01-ai/yi-6b,yi,6.0,0.6400594608704304
293,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
293,databricks/dbrx-instruct,dbrx,2.0,0.7410120567563482
293,deepseek-ai/deepseek-llm-67b-chat,deepseek,3.0,0.725042055452075
293,google/gemma-2-9b,gemma,4.0,0.7213434388300994
293,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
293,mistralai/open-mistral-nemo-2407,mistral,6.0,0.6532946316803779
293,allenai/olmo-7b,olmo,10.0,0.2946516964096742
293,microsoft/phi-2,phi,8.0,0.5842493973299887
293,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
293,01-ai/yi-6b,yi,7.0,0.6400594608704304
294,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
294,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
294,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
294,google/gemma-7b,gemma,8.0,0.6611956672419421
294,meta/llama-3-70b,llama,2.0,0.7933654187607483
294,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
294,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
294,microsoft/phi-2,phi,9.0,0.5842493973299887
294,qwen/qwen1.5-110b-chat,qwen,3.0,0.767842526875325
294,01-ai/yi-34b,yi,4.0,0.7623282062667585
295,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
295,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
295,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
295,google/gemma-2-27b,gemma,4.0,0.7570433943977638
295,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
295,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
295,allenai/olmo-7b,olmo,10.0,0.2946516964096742
295,microsoft/phi-3-small-8k-instruct,phi,5.0,0.7567775597029733
295,qwen/qwen2-72b-instruct,qwen,2.0,0.8235031827495974
295,01-ai/yi-34b,yi,3.0,0.7623282062667585
296,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
296,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
296,deepseek-ai/deepseek-llm-67b-chat,deepseek,7.0,0.725042055452075
296,google/gemma-2-27b,gemma,5.0,0.7570433943977638
296,meta/llama-2-7b,llama,9.0,0.4581089294358622
296,mistralai/mixtral-8x22b,mistral,2.0,0.7781994679340385
296,allenai/olmo-7b,olmo,10.0,0.2946516964096742
296,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
296,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
296,01-ai/yi-34b,yi,4.0,0.7623282062667585
297,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
297,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
297,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
297,google/gemma-2-9b,gemma,6.0,0.7213434388300994
297,meta/llama-3.2-90b-vision-instruct-turbo,llama,1.0,0.8026595003973722
297,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
297,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
297,microsoft/phi-2,phi,9.0,0.5842493973299887
297,qwen/qwen1.5-32b,qwen,3.0,0.7443285147738198
297,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
298,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
298,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
298,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
298,google/gemma-2-27b,gemma,4.0,0.7570433943977638
298,meta/llama-3.3-70b-instruct-turbo,llama,3.0,0.790602761302675
298,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
298,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
298,microsoft/phi-2,phi,9.0,0.5842493973299887
298,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
298,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
299,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
299,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
299,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
299,google/gemma-2-27b,gemma,4.0,0.7570433943977638
299,meta/llama-3.2-90b-vision-instruct-turbo,llama,2.0,0.8026595003973722
299,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
299,allenai/olmo-7b,olmo,10.0,0.2946516964096742
299,microsoft/phi-2,phi,9.0,0.5842493973299887
299,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
299,01-ai/yi-6b,yi,8.0,0.6400594608704304
300,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
300,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
300,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
300,google/gemma-2-9b,gemma,6.0,0.7213434388300994
300,meta/llama-3.3-70b-instruct-turbo,llama,2.0,0.790602761302675
300,mistralai/mixtral-8x7b-32kseqlen,mistral,7.0,0.7172533474856093
300,allenai/olmo-7b,olmo,10.0,0.2946516964096742
300,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
300,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
300,01-ai/yi-6b,yi,9.0,0.6400594608704304
301,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
301,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
301,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
301,google/gemma-2-27b,gemma,4.0,0.7570433943977638
301,meta/llama-3.1-70b-instruct-turbo,llama,2.0,0.8010355128348475
301,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
301,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
301,microsoft/phi-2,phi,9.0,0.5842493973299887
301,qwen/qwen2.5-72b-instruct-turbo,qwen,1.0,0.8337220858502318
301,01-ai/yi-34b,yi,3.0,0.7623282062667585
302,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
302,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
302,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
302,google/gemma-2-27b,gemma,4.0,0.7570433943977638
302,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
302,mistralai/mistral-7b-instruct-v0.3,mistral,7.0,0.5991250371958482
302,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
302,microsoft/phi-2,phi,8.0,0.5842493973299887
302,qwen/qwen1.5-72b,qwen,3.0,0.7739168514623904
302,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
303,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
303,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
303,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
303,google/gemma-7b,gemma,7.0,0.6611956672419421
303,meta/llama-2-70b,llama,5.0,0.6954627064646919
303,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
303,allenai/olmo-7b,olmo,10.0,0.2946516964096742
303,microsoft/phi-2,phi,8.0,0.5842493973299887
303,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
303,01-ai/yi-large-preview,yi,3.0,0.7932309410233613
304,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
304,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
304,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
304,google/gemma-7b,gemma,6.0,0.6611956672419421
304,meta/llama-2-7b,llama,9.0,0.4581089294358622
304,mistralai/mistral-7b-instruct-v0.3,mistral,8.0,0.5991250371958482
304,allenai/olmo-7b,olmo,10.0,0.2946516964096742
304,microsoft/phi-3-small-8k-instruct,phi,3.0,0.7567775597029733
304,qwen/qwen2.5-72b-instruct-turbo,qwen,2.0,0.8337220858502318
304,01-ai/yi-6b,yi,7.0,0.6400594608704304
305,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
305,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
305,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
305,google/gemma-7b,gemma,8.0,0.6611956672419421
305,meta/llama-2-13b,llama,9.0,0.5541548609350062
305,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
305,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
305,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
305,qwen/qwen1.5-14b,qwen,6.0,0.6864380513233806
305,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
306,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
306,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
306,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
306,google/gemma-2-27b,gemma,3.0,0.7570433943977638
306,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
306,mistralai/mistral-7b-instruct-v0.3,mistral,7.0,0.5991250371958482
306,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
306,microsoft/phi-2,phi,8.0,0.5842493973299887
306,qwen/qwen1.5-14b,qwen,5.0,0.6864380513233806
306,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
307,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
307,databricks/dbrx-instruct,dbrx,2.0,0.7410120567563482
307,deepseek-ai/deepseek-llm-67b-chat,deepseek,3.0,0.725042055452075
307,google/gemma-2-9b,gemma,4.0,0.7213434388300994
307,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
307,mistralai/mistral-7b-instruct-v0.3,mistral,7.0,0.5991250371958482
307,allenai/olmo-7b,olmo,10.0,0.2946516964096742
307,microsoft/phi-2,phi,8.0,0.5842493973299887
307,qwen/qwen2-72b-instruct,qwen,1.0,0.8235031827495974
307,01-ai/yi-6b,yi,6.0,0.6400594608704304
308,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
308,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
308,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
308,google/gemma-2-9b,gemma,7.0,0.7213434388300994
308,meta/llama-3-70b,llama,2.0,0.7933654187607483
308,mistralai/open-mistral-nemo-2407,mistral,9.0,0.6532946316803779
308,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
308,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
308,qwen/qwen1.5-72b,qwen,4.0,0.7739168514623904
308,01-ai/yi-34b,yi,5.0,0.7623282062667585
309,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
309,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
309,deepseek-ai/deepseek-llm-67b-chat,deepseek,5.0,0.725042055452075
309,google/gemma-7b,gemma,7.0,0.6611956672419421
309,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
309,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
309,allenai/olmo-7b,olmo,10.0,0.2946516964096742
309,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
309,qwen/qwen1.5-32b,qwen,3.0,0.7443285147738198
309,01-ai/yi-34b,yi,2.0,0.7623282062667585
310,snowflake/snowflake-arctic-instruct,arctic,4.0,0.676569761285256
310,databricks/dbrx-instruct,dbrx,2.0,0.7410120567563482
310,deepseek-ai/deepseek-llm-67b-chat,deepseek,3.0,0.725042055452075
310,google/gemma-7b,gemma,5.0,0.6611956672419421
310,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
310,mistralai/mistral-7b-instruct-v0.3,mistral,7.0,0.5991250371958482
310,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
310,microsoft/phi-2,phi,8.0,0.5842493973299887
310,qwen/qwen1.5-7b,qwen,6.0,0.6257777441280399
310,01-ai/yi-large-preview,yi,1.0,0.7932309410233613
311,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
311,databricks/dbrx-instruct,dbrx,2.0,0.7410120567563482
311,deepseek-ai/deepseek-llm-67b-chat,deepseek,4.0,0.725042055452075
311,google/gemma-2-9b,gemma,5.0,0.7213434388300994
311,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
311,mistralai/mixtral-8x7b-32kseqlen,mistral,6.0,0.7172533474856093
311,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
311,microsoft/phi-3-medium-4k-instruct,phi,1.0,0.774517567943956
311,qwen/qwen2.5-7b-instruct-turbo,qwen,3.0,0.7287077954964658
311,01-ai/yi-6b,yi,8.0,0.6400594608704304
312,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
312,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
312,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
312,google/gemma-2-9b,gemma,7.0,0.7213434388300994
312,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
312,mistralai/mixtral-8x22b,mistral,3.0,0.7781994679340385
312,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
312,microsoft/phi-3-medium-4k-instruct,phi,4.0,0.774517567943956
312,qwen/qwen1.5-32b,qwen,5.0,0.7443285147738198
312,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
313,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
313,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
313,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
313,google/gemma-2-27b,gemma,4.0,0.7570433943977638
313,meta/llama-3.2-11b-vision-instruct-turbo,llama,9.0,0.5650818312394074
313,mistralai/mistral-7b-v0.1,mistral,8.0,0.5657513230766065
313,allenai/olmo-7b,olmo,10.0,0.2946516964096742
313,microsoft/phi-3-small-8k-instruct,phi,5.0,0.7567775597029733
313,qwen/qwen1.5-110b-chat,qwen,3.0,0.767842526875325
313,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
314,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
314,databricks/dbrx-instruct,dbrx,4.0,0.7410120567563482
314,deepseek-ai/deepseek-llm-67b-chat,deepseek,6.0,0.725042055452075
314,google/gemma-7b,gemma,8.0,0.6611956672419421
314,meta/llama-3.1-70b-instruct-turbo,llama,1.0,0.8010355128348475
314,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
314,allenai/olmo-7b,olmo,10.0,0.2946516964096742
314,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
314,qwen/qwen2.5-7b-instruct-turbo,qwen,5.0,0.7287077954964658
314,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
315,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
315,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
315,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
315,google/gemma-2-27b,gemma,4.0,0.7570433943977638
315,meta/llama-3.1-405b-instruct-turbo,llama,2.0,0.8453174958174847
315,mistralai/mistral-7b-v0.1,mistral,9.0,0.5657513230766065
315,allenai/olmo-1.7-7b,olmo,10.0,0.5376719988127453
315,microsoft/phi-3-medium-4k-instruct,phi,3.0,0.774517567943956
315,qwen/qwen2.5-7b-instruct-turbo,qwen,6.0,0.7287077954964658
315,01-ai/yi-6b,yi,8.0,0.6400594608704304
316,snowflake/snowflake-arctic-instruct,arctic,7.0,0.676569761285256
316,databricks/dbrx-instruct,dbrx,6.0,0.7410120567563482
316,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
316,google/gemma-7b,gemma,8.0,0.6611956672419421
316,meta/llama-3.3-70b-instruct-turbo,llama,3.0,0.790602761302675
316,mistralai/mistral-7b-instruct-v0.3,mistral,9.0,0.5991250371958482
316,allenai/olmo-7b,olmo,10.0,0.2946516964096742
316,microsoft/phi-3-small-8k-instruct,phi,5.0,0.7567775597029733
316,qwen/qwen2-72b-instruct,qwen,2.0,0.8235031827495974
316,01-ai/yi-34b,yi,4.0,0.7623282062667585
317,snowflake/snowflake-arctic-instruct,arctic,5.0,0.676569761285256
317,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
317,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
317,google/gemma-7b,gemma,6.0,0.6611956672419421
317,meta/llama-3.1-8b-instruct-turbo,llama,9.0,0.5606310290011183
317,mistralai/mistral-7b-instruct-v0.3,mistral,7.0,0.5991250371958482
317,allenai/olmo-7b,olmo,10.0,0.2946516964096742
317,microsoft/phi-2,phi,8.0,0.5842493973299887
317,qwen/qwen1.5-14b,qwen,4.0,0.6864380513233806
317,01-ai/yi-large-preview,yi,2.0,0.7932309410233613
318,snowflake/snowflake-arctic-instruct,arctic,6.0,0.676569761285256
318,databricks/dbrx-instruct,dbrx,3.0,0.7410120567563482
318,deepseek-ai/deepseek-v3,deepseek,1.0,0.8720324162906944
318,google/gemma-2-9b,gemma,4.0,0.7213434388300994
318,meta/llama-2-7b,llama,10.0,0.4581089294358622
318,mistralai/mixtral-8x7b-32kseqlen,mistral,5.0,0.7172533474856093
318,allenai/olmo-1.7-7b,olmo,9.0,0.5376719988127453
318,microsoft/phi-2,phi,8.0,0.5842493973299887
318,qwen/qwen1.5-32b,qwen,2.0,0.7443285147738198
318,01-ai/yi-6b,yi,7.0,0.6400594608704304
319,snowflake/snowflake-arctic-instruct,arctic,8.0,0.676569761285256
319,databricks/dbrx-instruct,dbrx,5.0,0.7410120567563482
